Gene_ID	Top1_NAA1	Top1_NAA2	Top1_IAA1	Top1_IAA2
MIR4795	0.0	0.0	0.000000	0.000000
MIR4796	1.246914	0.580247	2.234568	2.975309
MIR4797	0.633803	0.492958	0.295836	0.859155
MIR4798	0.000000	0.000000	0.706667	0.000000
MIR4799	0.000000	0.256757	1.297297	0.594595
MIR4800	0.009291	0.002577	0.006629	0.016947
MIR4801	0.0	0.0	0.0	0.0
MIR4802	0.000000	0.650000	3.475000	3.837511
MIR4803	0.000000	0.000000	0.527027	1.256757
MIR4804	0.000000	0.000000	2.219178	1.260274
MIR483	0.000000	0.000000	0.210526	0.473684
MIR484	0.0	0.0	0.0	0.0
MIR485	0.0	0.0	0.0	0.0
MIR486-1	0.000000	0.000000	0.000000	0.675156
MIR486-2	0.000000	0.000000	0.000000	0.563897
MIR487A	0.0	0.0	0.0	0.0
MIR487B	0.0	0.0	0.000000	0.0
MIR488	0.0	0.0	0.0	0.0
MIR489	0.0	0.000000	0.000000	0.000000
MIR490	0.0	0.0	0.0	0.0
MIR491	1.583333	4.797619	6.369048	4.488095
MIR492	0.0	0.335209	2.728104	0.390855
MIR493	0.0	0.0	0.202247	0.0
MIR494	0.0	0.0	0.0	0.0
MIR495	0.0	0.0	0.0	0.0
MIR496	0.0	0.0	0.0	0.0
MIR497	0.000000	0.000000	0.928571	0.116071
MIR497HG	0.497019	0.345325	4.142689	2.092560
MIR498	0.000000	0.000000	0.000000	0.000000
MIR4999	0.065938	1.219780	0.978091	0.131914
MIR499A	0.852459	0.000000	7.491803	1.647541
MIR499B	0.000000	0.000000	0.000000	0.000000
MIR5000	0.000000	0.000000	1.038835	0.000000
MIR5001	0.000068	0.007191	0.027230	0.025328
MIR5002	0.000000	0.000000	0.958763	1.618557
MIR5003	0.909091	0.808081	3.676768	1.484864
MIR5004	0.0	0.0	0.0	0.0
MIR5006	0.835670	1.764429	5.367140	4.701281
MIR5007	0.0	0.0	0.0	0.0
MIR5008	0.000000	3.861702	9.031915	7.117021
MIR5009	2.070000	4.250000	6.140000	1.780000
MIR500A	0.595238	1.619048	3.940476	3.011905
MIR500B	0.670886	0.974684	4.202532	1.303797
MIR501	0.000000	0.690476	2.726191	3.714286
MIR5010	0.491667	1.792161	22.859243	11.635349
MIR5011	0.0	0.0	0.0	0.0
MIR502	0.000000	0.000000	3.790698	2.604651
MIR503	0.0	0.000000	0.845070	0.943662
MIR503HG	0.0	0.372774	0.833617	1.055248
MIR504	0.0	0.0	0.0	0.0
MIR5047	2.790000	6.860000	49.900002	39.950001
MIR505	0.0	0.000000	3.869048	4.869048
MIR506	0.0	0.0	0.0	0.0
MIR507	0.0	0.0	0.0	0.0
MIR508	0.0	0.0	0.0	0.0
MIR5087	37.644737	35.000000	214.473724	141.368591
MIR5088	0.367089	3.784810	19.126583	25.582279
MIR5089	0.0	1.357143	1.631227	1.404823
MIR509-1	0.0	0.0	0.0	0.0
MIR509-2	0.0	0.0	0.0	0.0
MIR509-3	0.0	0.0	0.0	0.0
MIR5090	0.000000	0.682353	10.393979	5.212587
MIR5091	2.086021	3.032258	24.913979	20.376345
MIR5092	0.000000	1.681818	19.829546	7.818182
MIR5093	0.410000	2.200000	10.000013	5.230000
MIR5094	2.600000	5.917647	15.388235	9.000000
MIR5095	0.000000	0.000000	0.000000	0.000000
MIR5096	0.000000	0.000000	2.885714	2.728571
MIR510	0.0	0.0	0.0	0.0
MIR5100	0.352941	0.0	0.000000	0.000000
MIR511	0.0	0.000000	0.000000	0.000000
MIR512-1	0.000000	0.000000	0.000000	0.000000
MIR512-2	0.000000	0.000000	0.000000	0.000000
MIR513A1	0.0	0.0	0.0	0.0
MIR513A2	0.0	0.0	0.0	0.0
MIR513B	0.0	0.0	0.0	0.0
MIR513C	0.0	0.0	0.0	0.0
MIR514A1	0.0	0.0	0.0	0.0
MIR514A2	0.0	0.0	0.0	0.0
MIR514A3	0.0	0.0	0.0	0.0
MIR514B	0.0	0.0	0.0	0.0
MIR515-1	0.000000	0.000000	0.000000	0.000000
MIR515-2	0.000000	0.000000	0.000000	0.000000
MIR516A1	0.0	0.000000	0.000000	0.000000
MIR516A2	0.0	0.000000	0.000000	0.000000
MIR516B1	0.000000	0.000000	0.000000	0.000000
MIR516B2	0.000000	0.000000	0.000000	0.000000
MIR517A	0.000000	0.000000	0.000000	0.000000
MIR517B	0.000000	0.000000	0.000000	0.000000
MIR517C	0.0	0.000000	0.000000	0.000000
MIR5186	0.0	0.000000	0.0	0.0
MIR5187	0.000000	0.530869	14.443064	9.383315
MIR5188	2.486726	1.424779	5.106255	3.088495
MIR5189	0.000000	2.771930	42.043861	26.184210
MIR518A1	0.000000	0.000000	0.000000	0.000000
MIR518A2	0.000000	0.000000	0.000000	0.000000
MIR518B	0.000000	0.000000	0.000000	0.000000
MIR518C	0.000000	0.000000	0.000000	0.000000
MIR518D	0.000000	0.000000	0.000000	0.000000
MIR518E	0.000000	0.000000	0.000000	0.000000
MIR518F	0.000000	0.000000	0.000000	0.000000
MIR5190	0.212500	0.000000	0.487500	0.687500
MIR5191	0.000000	0.150000	3.858333	1.791667
MIR5192	0.163043	1.956522	10.978261	7.641304
MIR5193	0.000000	0.000000	3.310518	1.400654
MIR5194	1.991667	2.991667	22.733334	15.783334
MIR5195	0.0	0.0	0.0	0.0
MIR5196	0.000000	0.000000	0.626147	0.002282
MIR5197	0.0	0.0	0.0	0.0
MIR519A1	0.0	0.000000	0.000000	0.000000
MIR519A2	0.0	0.000000	0.000000	0.000000
MIR519B	0.000000	0.000000	0.000000	0.000000
MIR519C	0.000000	0.000000	0.000000	0.000000
MIR519D	0.000000	0.000000	0.000000	0.000000
MIR519E	0.000000	0.000000	0.000000	0.000000
MIR520A	0.000000	0.000000	0.000000	0.000000
MIR520B	0.000000	0.000000	0.000000	0.000000
MIR520C	0.000000	0.000000	0.000000	0.000000
MIR520D	0.000000	0.000000	0.000000	0.000000
MIR520E	0.000000	0.000000	0.000000	0.000000
MIR520F	0.000000	0.000000	0.000000	0.000000
MIR520G	0.000000	0.000000	0.000000	0.000000
MIR520H	0.0	0.000000	0.000000	0.000000
MIR521-1	0.0	0.000000	0.000000	0.000000
MIR521-2	0.000000	0.000000	0.000000	0.000000
MIR522	0.0	0.000000	0.000000	0.000000
MIR523	0.000000	0.000000	0.000000	0.000000
MIR524	0.000000	0.000000	0.000000	0.000000
MIR525	0.000000	0.000000	0.000000	0.000000
MIR526A1	0.000000	0.000000	0.000000	0.000000
MIR526A2	0.000000	0.000000	0.000000	0.000000
MIR526B	0.000000	0.000000	0.000000	0.000000
MIR527	0.0	0.000000	0.000000	0.000000
MIR532	0.000000	0.000000	4.131868	0.824176
MIR539	0.0	0.0	0.987179	0.0
MIR541	0.0	0.0	0.0	0.0
MIR542	0.0	0.0	0.773196	0.0
MIR543	0.0	0.0	0.0	0.0
MIR544A	0.0	0.0	0.659341	0.0
MIR544B	2.461539	6.205128	9.282051	13.525641
MIR545	1.858491	4.867925	14.443397	7.037736
MIR548A1	0.0	0.0	0.0	0.0
MIR548A2	0.000000	0.0	0.000000	0.000000
MIR548A3	0.0	0.216495	0.597938	0.247423
MIR548AA1	0.000000	0.000000	0.000000	0.000000
MIR548AA2	0.051546	0.000000	0.309186	0.536082
MIR548AB	0.0	0.0	0.0	0.0
MIR548AC	1.079545	0.000000	0.227273	0.318182
MIR548AD	0.0	0.0	0.0	0.0
MIR548AE1	0.0	0.0	0.0	0.0
MIR548AE2	0.0	0.0	0.000000	0.000000
MIR548AG1	0.0	0.0	0.0	0.0
MIR548AG2	0.0	0.0	0.0	0.0
MIR548AH	0.000000	0.000000	0.000000	0.000000
MIR548AI	0.0	0.0	0.0	0.0
MIR548AJ1	0.0	0.0	0.0	0.0
MIR548AJ2	0.0	0.000000	0.000000	0.000000
MIR548AK	0.000000	1.070175	1.456140	2.929825
MIR548AL	0.000000	0.0	0.164948	0.000000
MIR548AM	0.256757	0.810811	2.013514	0.000000
MIR548AN	0.000000	0.313253	0.000000	0.000000
MIR548AO	0.0	0.0	0.000000	0.0
MIR548AP	0.0	0.000000	0.000000	0.000000
MIR548AQ	0.000000	0.000000	0.000000	0.000000
MIR548AR	3.701754	1.631579	4.912281	2.561404
MIR548AS	0.0	0.0	0.000000	0.000000
MIR548AT	0.689655	1.000000	10.103448	6.431035
MIR548AU	0.0	0.0	0.0	0.0
MIR548AV	0.0	0.0	0.0	0.0
MIR548AW	0.000000	0.0	0.953846	0.676923
MIR548AX	0.000000	0.000000	0.000000	0.000000
MIR548AY	0.056075	1.214953	2.523365	3.514019
MIR548AZ	0.0	0.000000	0.000000	0.0
MIR548B	0.670103	0.237113	0.474227	0.000000
MIR548BA	0.0	0.0	0.000000	0.0
MIR548BB	0.000000	0.000000	0.000000	0.000000
MIR548C	0.917526	0.525773	1.123711	1.046392
MIR548D1	9.175258	10.618557	6.855670	4.731959
MIR548D2	0.052632	0.000000	0.284304	0.547368
MIR548E	0.943182	4.852273	8.681819	7.022727
MIR548F1	0.0	0.0	0.0	0.0
MIR548F2	0.612245	0.0	0.0	0.000000
MIR548F3	0.000000	0.000000	0.000000	0.000000
MIR548F4	0.0	0.0	0.0	0.000000
MIR548F5	0.0	0.0	0.0	0.0
MIR548G	0.0	0.0	0.0	0.0
MIR548H1	0.588235	1.078431	1.862745	4.068627
MIR548H2	0.0	0.0	0.000000	0.000000
MIR548H3	0.0	0.0	0.000000	0.000000
MIR548H4	0.0	0.0	0.0	0.0
MIR548H5	0.0	0.0	0.000000	0.000000
MIR548I1	0.0	0.0	0.0	0.0
MIR548I2	0.966443	2.067114	7.073825	1.919463
MIR548I3	0.073826	0.0	0.174497	0.127517
MIR548I4	0.0	0.0	0.0	0.0
MIR548J	0.830357	0.776786	8.008928	1.955357
MIR548K	2.836207	3.594828	6.698276	3.275862
MIR548L	2.209302	4.604651	5.000000	2.790698
MIR548M	0.0	0.0	0.0	0.0
MIR548N	0.253333	0.826667	4.200000	4.453333
MIR548O	2.043860	1.956140	12.631579	8.675439
MIR548O2	0.000000	1.985714	3.742857	4.085714
MIR548P	0.0	0.0	0.0	0.0
MIR548Q	0.000000	0.220000	0.710000	0.000000
MIR548S	0.000000	0.000000	2.609756	0.585366
MIR548T	1.986486	1.067568	6.864865	3.094594
MIR548U	2.641975	6.271605	13.444445	5.407407
MIR548V	3.750000	10.062500	22.512501	22.087500
MIR548W	0.0	0.0	0.0	0.0
MIR548X	0.0	0.0	0.0	0.0
MIR548X2	0.0	0.0	0.0	0.0
MIR548Y	0.0	0.0	0.0	0.0
MIR548Z	0.917526	0.525773	1.123711	1.046392
MIR549A	0.687500	0.979167	4.052083	1.104167
MIR550A1	0.067010	0.242268	2.659794	2.376289
MIR550A2	0.226804	0.0	2.520618	0.706186
MIR550A3	0.000000	0.200000	4.768421	3.400000
MIR550B1	0.067010	0.242268	2.659794	2.376289
MIR550B2	0.226804	0.0	2.520618	0.706186
MIR551A	0.515789	2.684211	26.063158	18.947369
MIR551B	0.0	0.0	0.000000	0.000000
MIR552	0.0	0.0	0.0	0.000000
MIR553	7.735294	6.147059	4.382353	2.926471
MIR554	1.552083	0.583333	23.522543	10.149251
MIR555	0.365315	1.319150	1.698215	1.234314
MIR556	0.000000	0.000000	1.242105	0.631579
MIR557	0.183673	0.0	0.612245	0.0
MIR5571	0.0	0.0	0.000000	0.0
MIR5572	0.000000	0.161189	2.256230	1.379807
MIR5579	0.000000	0.0	0.000000	0.000000
MIR558	1.489362	1.265957	7.734043	8.000000
MIR5580	0.000000	0.000000	0.206897	0.000000
MIR5581	0.000000	0.483333	5.316667	3.066667
MIR5582	0.735294	0.808824	1.882353	0.691176
MIR5583-1	0.000000	0.000000	0.000000	0.000000
MIR5583-2	0.000000	0.000000	0.000000	0.000000
MIR5584	0.000000	0.000000	3.433425	1.333333
MIR5585	1.254237	1.067797	12.000000	7.169491
MIR5586	0.000000	0.000000	0.000000	0.338983
MIR5587	0.000000	1.094340	27.509434	17.188679
MIR5588	0.000000	0.000000	3.476191	0.619048
MIR5589	0.0	0.0	0.000000	0.000000
MIR559	0.875000	0.791667	2.968750	2.229167
MIR5590	0.000000	0.000000	0.000000	0.000000
MIR5591	0.000000	0.000000	0.000000	0.000000
MIR561	0.432990	0.556701	1.845361	0.793814
MIR562	3.147368	3.389474	8.200173	5.210876
MIR563	0.0	0.455696	1.164557	0.000000
MIR564	0.000000	0.181195	11.357903	6.647520
MIR566	0.000000	0.000000	3.627660	2.457448
MIR567	0.081633	0.846939	2.642857	0.295918
MIR568	0.001971	0.003359	0.000352	0.000369
MIR5680	0.0	0.0	0.309524	0.000000
MIR5681A	0.0	0.0	0.000000	0.000000
MIR5681B	0.0	0.0	0.000000	0.000000
MIR5682	0.000000	0.000000	0.000000	0.000000
MIR5683	0.0	0.0	0.0	0.0
MIR5684	0.0	0.0	0.215385	0.184615
MIR5685	0.227848	0.202532	6.556962	2.468354
MIR5687	2.519480	2.220779	4.142857	0.415584
MIR5688	0.0	0.0	0.000000	0.0
MIR5689	0.0	0.0	0.000000	0.000000
MIR569	1.541667	1.031250	3.187500	3.281250
MIR5690	2.000000	2.205479	4.547945	2.767123
MIR5691	0.000000	0.661765	0.000000	0.000000
MIR5692A1	0.000000	0.0	0.000000	0.000000
MIR5692A2	0.000000	0.0	0.000000	0.000000
MIR5692B	0.0	0.000000	0.000000	0.000000
MIR5692C1	0.0	0.0	0.0	0.0
MIR5692C2	5.688312	2.766234	12.207792	6.688312
MIR5693	0.000000	0.821918	2.397260	2.917808
MIR5694	0.0	0.000000	0.000000	0.000000
MIR5695	0.0	0.482353	6.870588	6.247059
MIR5696	0.000000	0.470588	0.000000	0.000000
MIR5697	0.666667	1.051282	5.333333	3.782051
MIR5698	0.000000	0.000000	0.000000	0.000000
MIR5699	1.000000	0.122222	13.744445	9.588889
MIR570	0.0	0.0	0.0	0.0
MIR5700	0.0	0.0	0.140845	0.323944
MIR5701-1	0.0	0.0	0.0	0.0
MIR5701-2	0.0	0.0	0.0	0.0
MIR5701-3	0.0	0.0	0.0	0.0
MIR5702	0.000000	1.892857	9.107142	7.523809
MIR5703	0.000000	0.000000	0.071439	2.090191
MIR5704	0.0	0.0	0.000000	0.000000
MIR5705	0.000000	0.0	0.000000	0.000000
MIR5706	0.550000	1.287500	3.650000	3.450000
MIR5707	0.0	0.0	0.000000	0.000000
MIR5708	0.0	0.0	0.682353	0.000000
MIR571	0.0	0.0	0.000000	0.000000
MIR572	0.000000	0.000000	0.289474	0.000000
MIR573	3.272727	8.090909	20.090910	10.808081
MIR5739	0.000000	0.000000	0.000000	0.000000
MIR574	0.000000	0.000000	8.447916	7.489583
MIR575	1.936170	5.765957	31.574469	18.723404
MIR576	2.397959	2.979592	6.571429	3.234694
MIR577	0.000000	1.812500	1.052083	0.500000
MIR578	0.000000	0.000000	0.947917	0.000000
MIR5787	0.690909	0.236364	11.400000	9.600000
MIR579	2.418367	9.051021	8.693877	8.377551
MIR580	0.000000	0.000000	0.402062	1.175258
MIR581	0.000000	0.708333	1.114583	0.552083
MIR582	0.000000	0.000000	0.000000	0.000000
MIR583	0.000000	0.000000	1.746667	0.000000
MIR584	1.154639	0.000000	3.154639	1.123711
MIR585	0.000000	0.0	0.000000	0.000000
MIR586	0.000000	0.000000	0.226804	0.000000
MIR587	0.0	0.0	0.000000	0.000000
MIR588	0.0	1.132530	0.373494	0.0
MIR589	1.090909	1.464646	34.919193	27.696970
MIR590	5.164948	11.350515	29.432989	27.711340
MIR591	0.568421	1.431579	2.063158	3.094737
MIR592	0.000000	0.000000	0.000000	0.000000
MIR593	0.000000	3.070000	24.030001	20.070000
MIR595	0.000000	0.000000	0.000000	0.000000
MIR596	0.0	0.0	0.0	0.0
MIR597	4.226804	2.731959	8.567010	4.185567
MIR598	0.0	0.000000	0.000000	0.000000
MIR599	0.000000	2.221053	4.200000	4.694737
MIR600	0.005712	0.005980	0.007090	0.005241
MIR600HG	1.538677	2.732690	20.204262	14.249078
MIR601	0.000000	0.000000	3.303797	3.468354
MIR602	0.153061	0.061224	1.479592	1.316326
MIR603	0.000000	0.000000	0.000000	0.000000
MIR604	1.127660	3.893617	28.925531	14.574468
MIR605	0.000000	0.000000	0.000000	0.000000
MIR606	0.000000	1.458333	3.166667	0.000000
MIR6068	0.0	0.0	0.0	0.000000
MIR6069	0.000000	0.265823	13.417722	6.037975
MIR607	0.000000	0.062500	0.000000	0.000000
MIR6070	0.000000	0.000000	0.951456	0.000000
MIR6071	0.000000	0.000000	3.384630	2.961539
MIR6072	0.0	0.0	0.0	0.0
MIR6073	0.000000	0.0	0.000000	0.000000
MIR6074	0.0	0.000000	0.000000	0.000000
MIR6075	2.736842	1.189474	36.115791	31.273684
MIR6076	0.000000	0.000000	3.852916	0.411077
MIR6077	2.853659	6.426829	45.121956	25.927097
MIR6078	0.0	0.0	0.0	0.0
MIR6079	2.225806	1.258065	7.387208	9.774194
MIR608	0.000000	1.790000	6.910000	5.410000
MIR6080	0.000000	0.000000	0.000000	0.000000
MIR6081	0.463918	1.443299	17.628866	18.814432
MIR6082	0.0	0.0	0.0	0.0
MIR6083	0.000000	0.000000	0.405660	0.000000
MIR6084	0.000000	0.000000	0.031619	0.017965
MIR6085	0.0	0.0	0.0	0.0
MIR6086	0.0	0.000000	0.000000	0.000000
MIR6087	0.0	0.0	0.0	0.0
MIR6088	0.000000	0.000000	1.941176	3.372580
MIR6089	0.0	0.0	0.0	0.0
MIR609	0.000000	0.000000	4.894737	1.547368
MIR6090	0.000000	0.000000	0.000000	0.416667
MIR610	0.385417	0.562500	2.125000	0.989583
MIR611	0.698479	2.052392	16.600613	10.114677
MIR612	0.000178	0.012346	0.004201	0.002779
MIR6124	0.682353	0.494118	15.247059	6.317647
MIR6125	0.000215	0.000000	0.015323	0.012571
MIR6126	0.000000	0.573412	45.244022	38.863811
MIR6127	0.0	0.0	0.0	0.000000
MIR6128	0.0	0.0	0.0	0.0
MIR6129	2.990826	1.568807	3.844342	2.596330
MIR613	0.168421	2.052632	7.210526	6.421052
MIR6130	0.0	0.0	0.0	0.0
MIR6131	0.055046	0.0	0.000000	0.082569
MIR6132	0.000000	0.908257	29.623854	20.000000
MIR6133	0.351852	0.092593	0.555556	0.851852
MIR6134	0.000000	0.0	1.018349	0.614679
MIR614	2.800000	2.133333	43.888889	34.955555
MIR615	0.510417	0.000000	12.156250	3.052083
MIR616	2.884211	3.947368	16.115789	7.715789
MIR6165	0.761905	0.000000	7.809524	4.761905
MIR617	0.000000	0.092784	0.257732	0.618557
MIR618	0.000000	0.000000	0.551020	0.112245
MIR619	5.404040	12.676767	78.272728	59.313129
MIR620	7.768421	7.347368	3.157895	1.936842
MIR621	0.008594	0.002026	0.028393	0.013543
MIR622	0.0	0.0	0.0	0.0
MIR623	2.183673	1.897959	37.775509	22.030613
MIR624	0.804124	4.226804	5.773196	0.309278
MIR625	0.270588	0.211765	0.105882	0.776471
MIR626	1.074468	1.627660	4.297873	1.425532
MIR627	0.103093	0.000000	0.000000	0.000000
MIR628	1.284211	2.084211	1.357895	0.989474
MIR629	0.000000	0.000000	1.360825	2.432990
MIR630	2.762887	3.917526	3.886598	5.164948
MIR631	0.000000	0.000000	22.026667	16.306667
MIR632	0.000002	0.000062	0.000044	0.000796
MIR633	0.0	0.0	0.000000	0.000000
MIR634	0.103093	0.000000	4.680412	3.257732
MIR635	1.010204	3.489796	17.969387	22.295918
MIR636	2.324087	2.904887	120.604759	90.179543
MIR637	0.000000	3.090909	17.535353	14.272727
MIR638	0.000000	1.000000	34.630001	25.059999
MIR639	0.000137	0.003610	0.979628	0.000052
MIR640	0.385417	0.937500	27.104166	14.968766
MIR641	0.151515	0.202020	8.626263	15.676767
MIR642A	0.000000	0.000000	2.340206	2.556701
MIR642B	0.000000	0.000000	0.000000	0.000000
MIR643	2.276596	2.478723	2.680851	5.244681
MIR644A	7.691489	7.085106	7.085106	8.648936
MIR645	2.819149	5.723404	49.361702	31.489361
MIR646	0.0	0.0	0.0	0.0
MIR646HG	0.0	0.0	0.0	0.0
MIR647	0.000000	0.000000	16.093750	6.364583
MIR648	2.191489	0.000000	27.851065	10.957447
MIR649	0.0	0.000000	0.000000	0.000000
MIR6499	0.000000	0.000000	3.096774	0.000000
MIR650	0.0	0.0	0.000000	0.0
MIR6500	0.0	0.000000	0.000000	0.000000
MIR6501	0.007142	0.000504	0.345182	0.211352
MIR6502	0.000000	0.000000	0.000918	0.000000
MIR6503	0.0	0.0	0.0	0.0
MIR6504	1.377049	0.786885	10.983606	5.950819
MIR6505	1.549296	1.183099	16.140844	8.028169
MIR6506	0.0	0.0	0.0	0.0
MIR6507	0.000000	0.000000	0.000000	0.000000
MIR6508	0.000000	0.000000	0.000000	1.183333
MIR6509	0.000000	0.000000	1.321429	0.321429
MIR651	0.804124	1.670103	0.000000	0.0
MIR6510	0.000000	1.333333	7.084192	7.499812
MIR6511A1	0.0	0.0	0.0	0.0
MIR6511A2	0.0	0.0	0.0	0.0
MIR6511A3	0.0	0.0	0.0	0.0
MIR6511A4	0.0	0.0	0.0	0.0
MIR6511B1	0.0	0.0	0.0	0.0
MIR6511B2	0.0	0.0	0.0	0.0
MIR6512	0.000000	0.571429	0.792208	0.441558
MIR6513	1.656659	0.844094	22.767960	15.886684
MIR6514	3.714286	2.857143	15.942857	8.357142
MIR6515	6.947369	14.052631	65.385963	31.157894
MIR6516	1.341580	1.131789	7.012285	3.517852
MIR652	0.612245	0.346939	0.908163	0.000000
MIR653	0.0	0.000000	0.000000	0.000000
MIR654	0.0	0.0	0.135802	0.0
MIR655	0.0	0.0	0.000000	0.0
MIR656	0.0	0.0	0.0	0.0
MIR657	0.000000	0.000000	1.387755	0.285714
MIR658	0.000000	0.000388	4.954229	2.841711
MIR659	5.505155	2.226804	5.463918	6.969072
MIR660	0.000000	0.000000	0.618557	0.000000
MIR661	1.213483	0.134831	33.584270	23.640450
MIR662	0.0	0.0	9.894737	7.189474
MIR663A	0.0	0.0	0.0	2.227625
MIR663AHG	0.0	0.0	0.0	0.000000
MIR663B	0.0	0.0	0.0	0.000000
MIR664A	1.241974	3.820569	4.714541	0.784656
MIR664B	0.014498	0.016378	0.031017	0.019791
MIR665	0.0	0.0	0.0	0.0
MIR668	0.0	0.0	0.0	0.0
MIR670	0.0	0.0	0.000000	0.0
MIR670HG	0.0	0.0	0.000000	0.0
MIR671	0.000000	0.004168	0.007066	0.006916
MIR6715A	0.0	0.000000	0.000000	0.000000
MIR6715B	0.0	0.000000	0.000000	0.000000
MIR6716	1.226557	1.356447	25.223362	15.968407
MIR6717	0.651528	0.426663	4.470871	6.203694
MIR6718	0.000000	0.000000	0.000000	0.000000
MIR6719	0.000000	1.000000	9.011494	2.942529
MIR6720	0.0	0.0	0.000000	0.0
MIR6721	0.0	0.0	0.0	0.0
MIR6722	0.0	0.0	0.000000	0.000000
MIR6723	506.505615	370.792145	1515.286499	1055.697144
MIR6724-1	0.007553	0.064077	5.451239	4.677938
MIR6724-2	0.019623	0.075128	5.889278	5.094218
MIR6724-3	0.132444	0.103277	6.873784	6.041205
MIR6724-4	0.050980	0.088086	6.362518	5.547542
MIR6726	0.000000	0.000000	5.262295	6.868853
MIR6727	1.953846	1.707692	59.061539	40.461540
MIR6728	2.943820	2.887640	58.876404	36.820225
MIR6729	0.600000	0.000000	6.646154	6.000000
MIR6730	1.358209	3.388060	121.044777	76.223877
MIR6731	0.750000	0.472222	27.652779	18.611111
MIR6732	0.000000	0.000000	22.916666	17.533333
MIR6733	0.868852	3.147541	22.459017	19.000000
MIR6734	0.000000	0.000000	16.117647	8.691176
MIR6735	0.000000	0.397260	14.698633	11.164384
MIR6736	1.186441	0.000000	38.169491	26.796610
MIR6737	0.000000	0.857143	10.942857	11.800000
MIR6738	0.109375	0.687500	12.937500	7.078125
MIR6739	2.360000	9.266666	38.973331	36.520000
MIR6740	0.876106	0.522124	16.734512	15.035398
MIR6741	0.317460	0.873016	40.587303	29.603174
MIR6742	0.645161	1.967742	32.032257	28.048388
MIR6743	0.450704	0.408451	28.633802	20.549295
MIR6744	0.000000	0.000000	2.045455	0.000000
MIR6745	0.944882	0.448819	8.314960	6.622047
MIR6746	0.920635	0.000000	16.269842	9.492064
MIR6747	5.934426	11.442623	48.918034	34.180328
MIR6748	6.704226	5.704226	57.098591	37.661972
MIR6749	0.420290	1.913043	26.753624	13.434783
MIR675	0.000000	0.000000	0.027276	0.034857
MIR6750	0.000000	0.346667	20.026667	13.720000
MIR6751	0.936508	0.000000	27.238094	15.460318
MIR6752	0.352113	0.000000	8.042253	12.450705
MIR6753	0.365854	0.378049	42.621952	20.567074
MIR6754	0.000000	0.545455	8.893939	10.666667
MIR6755	2.045455	1.818182	9.000000	5.393939
MIR6756	0.000000	1.031746	1.587302	2.666667
MIR6757	0.000000	0.000000	4.666668	1.289870
MIR6758	1.492064	0.000000	24.222221	23.793652
MIR6759	4.030769	11.169230	41.138462	33.323078
MIR676	0.000000	0.000000	1.149254	0.611940
MIR6760	0.000000	0.000000	0.000000	0.000000
MIR6761	0.777778	0.000000	6.708333	6.027778
MIR6762	0.709302	0.709302	13.116279	6.127907
MIR6763	0.000000	0.000000	14.015385	17.353846
MIR6764	1.393443	1.049180	28.508196	23.377048
MIR6765	0.000000	0.850575	16.379311	10.505747
MIR6766	1.569444	5.500000	72.361115	50.972221
MIR6767	1.409091	2.803030	32.439392	25.318182
MIR6768	0.069444	0.805556	14.555555	10.194445
MIR6769A	1.082192	0.260274	43.452541	27.780823
MIR6769B	0.000000	0.000000	1.258065	1.209677
MIR6770-1	0.0	0.0	0.0	0.0
MIR6770-2	0.0	0.0	0.0	0.0
MIR6770-3	0.0	0.0	0.0	0.0
MIR6771	0.000000	0.633333	16.299999	7.666667
MIR6772	0.875000	0.000000	22.531250	11.578125
MIR6773	1.175676	6.364865	29.972973	20.918919
MIR6774	0.0	0.0	0.000000	0.000000
MIR6775	0.318841	5.811594	66.420288	62.782608
MIR6776	1.610170	2.101695	32.949154	28.644068
MIR6777	2.060606	1.742424	73.575760	54.818180
MIR6778	0.657534	0.986301	21.917809	19.369864
MIR6779	0.000000	0.000000	14.312500	11.281250
MIR6780A	0.676471	1.808824	24.705883	8.470589
MIR6780B	1.303797	3.139241	22.392410	18.506329
MIR6781	0.000000	1.812500	32.390625	24.796875
MIR6782	1.362319	0.855072	9.666667	7.637681
MIR6783	1.140625	9.328125	61.406250	59.859375
MIR6784	0.417910	0.761194	42.656715	26.865671
MIR6785	2.703704	1.148148	11.814815	16.382715
MIR6786	0.000000	0.000000	20.327435	15.539823
MIR6787	0.180328	2.213115	139.409836	131.721313
MIR6788	0.0	0.0	0.000000	0.000000
MIR6789	0.803980	2.480374	72.619179	50.876087
MIR6790	0.000000	2.301587	28.666666	24.126984
MIR6791	0.000000	0.000000	10.164179	9.358209
MIR6792	0.000000	0.000000	18.895523	6.283582
MIR6793	0.857143	0.761905	28.555555	24.285715
MIR6794	0.000000	0.382353	10.176471	4.338235
MIR6795	0.000000	0.000000	4.588235	11.205882
MIR6796	0.000000	2.032258	10.516129	5.048387
MIR6797	2.875000	5.069445	79.972221	65.402779
MIR6798	1.417910	1.014925	27.328358	8.626865
MIR6799	0.000000	0.000000	11.637804	6.101449
MIR6800	1.987805	0.000059	21.224846	12.433115
MIR6801	1.392405	1.632911	14.556962	15.936708
MIR6802	2.769231	0.615385	33.523075	26.446154
MIR6803	0.753846	0.215385	30.361540	26.415384
MIR6804	0.485294	0.838235	23.426470	20.044117
MIR6805	0.005462	0.002861	0.006549	0.005699
MIR6806	0.000000	1.656250	8.593759	4.390625
MIR6807	2.380435	4.652174	77.130432	56.586956
MIR6808	0.000000	0.406780	15.203390	6.661017
